round_number,unit_id,unit_text,theme,code,scope,start_offset,end_offset,quote,adjudication_status,note,resolved_by,updated_at
1,b4f2aceb-f109-4ece-8c52-516dff26824f::2,The user threatened to kill people and used homophobic language; pretty clear suspend situation.,Decision outcomes,Permanent ban,span,65,96,pretty clear suspend situation.,resolved,,subham,Mon Sep 07 2026 21:01:52 GMT+0000 (Coordinated Universal Time)
1,b4f2aceb-f109-4ece-8c52-516dff26824f::3,Many of these messages are targeted/harassment messages that are homophobic and extremely mean.,Type of offensiveness,Hate speech and offensive language,span,14,95,messages are targeted/harassment messages that are homophobic and extremely mean.,resolved,,subham,Wed Sep 09 2026 21:39:09 GMT+0000 (Coordinated Universal Time)
1,b63113e4-de0c-4278-a1df-c8c49b7f45ce::3,A whole bunch of nasty words. It all seemed like an attack.,Patterns of behavior,Consistent offensive behavior,span,0,28,A whole bunch of nasty words,resolved,,subham,Mon Sep 07 2026 20:58:03 GMT+0000 (Coordinated Universal Time)
1,b63113e4-de0c-4278-a1df-c8c49b7f45ce::3,A whole bunch of nasty words. It all seemed like an attack.,Type of offensiveness,Threats of violence,span,30,59,It all seemed like an attack.,resolved,,subham,Mon Sep 07 2026 20:58:03 GMT+0000 (Coordinated Universal Time)
1,b63113e4-de0c-4278-a1df-c8c49b7f45ce::5,Nothing that was said was rude or an attack.,Type of offensiveness,No offensive content,span,0,44,Nothing that was said was rude or an attack.,resolved,,subham,Mon Sep 07 2026 21:05:16 GMT+0000 (Coordinated Universal Time)
1,b6b0dd0d-1f6d-4ee0-810f-69707200d1b6::1,This is extremely offensive and targeted towards the message receiver.,Type of offensiveness,Hate speech and offensive language,span,0,70,This is extremely offensive and targeted towards the message receiver.,resolved,,subham,Mon Sep 07 2026 20:48:50 GMT+0000 (Coordinated Universal Time)
1,b6b0dd0d-1f6d-4ee0-810f-69707200d1b6::3,The message contained very offensive language that was targeted towards someone else.,Type of offensiveness,Hate speech and offensive language,span,0,85,The message contained very offensive language that was targeted towards someone else.,resolved,,subham,Mon Sep 07 2026 20:20:24 GMT+0000 (Coordinated Universal Time)
1,b6b0dd0d-1f6d-4ee0-810f-69707200d1b6::4,There was nothing wrong or offensive with the message. It was just a general opinion.,Type of offensiveness,No offensive content,span,0,54,There was nothing wrong or offensive with the message.,resolved,,subham,Wed Sep 09 2026 20:54:23 GMT+0000 (Coordinated Universal Time)
1,b6b0dd0d-1f6d-4ee0-810f-69707200d1b6::4,There was nothing wrong or offensive with the message. It was just a general opinion.,Positive content,Personal opinions and thoughts,span,56,85,t was just a general opinion.,resolved,,subham,Wed Sep 09 2026 20:54:23 GMT+0000 (Coordinated Universal Time)
1,bca2b95f-7226-4f43-82f4-830afcaac965::4,"The first was negative but hardly offensive. The second seems innocent, but following the first it was hard to be sure. The third and seventh should have been enough on their own - looking at them all together and even the non-offensive ones seem off",Justifications,Not too offensive,span,23,44,but hardly offensive.,resolved,,subham,Mon Sep 07 2026 20:47:57 GMT+0000 (Coordinated Universal Time)
1,bca2b95f-7226-4f43-82f4-830afcaac965::4,"The first was negative but hardly offensive. The second seems innocent, but following the first it was hard to be sure. The third and seventh should have been enough on their own - looking at them all together and even the non-offensive ones seem off",Patterns of behavior,Consistent offensive behavior,span,120,250,The third and seventh should have been enough on their own - looking at them all together and even the non-offensive ones seem off,resolved,,subham,Mon Sep 07 2026 20:47:57 GMT+0000 (Coordinated Universal Time)
1,bca2b95f-7226-4f43-82f4-830afcaac965::5,"There was nothing in the first two messages that indicated the person who holds account 2 is anything other than a good, caring person. I made a slight mistake in not moving the slider all the way to 5 for message 2.",,positive content,unit,,,,resolved,,subham,Wed Sep 09 2026 21:37:39 GMT+0000 (Coordinated Universal Time)
1,bca2b95f-7226-4f43-82f4-830afcaac965::5,"There was nothing in the first two messages that indicated the person who holds account 2 is anything other than a good, caring person. I made a slight mistake in not moving the slider all the way to 5 for message 2.",Type of offensiveness,No offensive content,span,0,216,"There was nothing in the first two messages that indicated the person who holds account 2 is anything other than a good, caring person. I made a slight mistake in not moving the slider all the way to 5 for message 2.",resolved,,subham,Wed Sep 09 2026 21:37:39 GMT+0000 (Coordinated Universal Time)
1,bca2b95f-7226-4f43-82f4-830afcaac965::5,"There was nothing in the first two messages that indicated the person who holds account 2 is anything other than a good, caring person. I made a slight mistake in not moving the slider all the way to 5 for message 2.",Reflection on the decision,Would revise the decision,span,136,216,I made a slight mistake in not moving the slider all the way to 5 for message 2.,resolved,,subham,Wed Sep 09 2026 21:37:39 GMT+0000 (Coordinated Universal Time)
1,bd79c313-854a-41ba-9ec5-9258e4002f4c::3,"Again, the name calling is highly derogatory.",Type of offensiveness,Hate speech and offensive language,span,7,45,the name calling is highly derogatory.,resolved,,subham,Mon Sep 07 2026 20:49:34 GMT+0000 (Coordinated Universal Time)
1,bedc9a1a-10e3-44c7-bb4d-39124442903c::1,This does not speak well of a person,Type of offensiveness,Hate speech and offensive language,span,0,36,This does not speak well of a person,resolved,,subham,Wed Sep 09 2026 21:40:58 GMT+0000 (Coordinated Universal Time)
1,bedc9a1a-10e3-44c7-bb4d-39124442903c::3,It might hurt whoever is been talked about,Type of offensiveness,Harm other person,span,0,42,It might hurt whoever is been talked about,resolved,,subham,Wed Sep 09 2026 21:40:19 GMT+0000 (Coordinated Universal Time)
1,bedc9a1a-10e3-44c7-bb4d-39124442903c::5,"Sometimes, opportunity comes from grat people",,comment too short and not sure what needs to be done,unit,,,,resolved,,subham,Wed Sep 09 2026 21:39:37 GMT+0000 (Coordinated Universal Time)
1,bef3e651-f359-42d6-8fe2-4f5d8679094b::3,The phrase 'dysfunction sexual' indicates to me this person is a troll or a bot from another country that doesn't speak English.,Type of offensiveness,Hate speech and offensive language,span,0,31,The phrase 'dysfunction sexual',resolved,,subham,Mon Sep 07 2026 20:10:08 GMT+0000 (Coordinated Universal Time)
1,bef3e651-f359-42d6-8fe2-4f5d8679094b::3,The phrase 'dysfunction sexual' indicates to me this person is a troll or a bot from another country that doesn't speak English.,Patterns of behavior,Troll or bot,span,53,128,person is a troll or a bot from another country that doesn't speak English.,resolved,,subham,Mon Sep 07 2026 20:10:08 GMT+0000 (Coordinated Universal Time)
1,c1c49268-65da-4292-9bf1-aee628702e30::4,mostly positive and nothing offensive,Type of offensiveness,No offensive content,unit,,,,resolved,,subham,Wed Sep 09 2026 21:39:52 GMT+0000 (Coordinated Universal Time)
1,c1c49268-65da-4292-9bf1-aee628702e30::5,positive and thoughtful messages,,positive content,span,0,8,positive,resolved,,subham,Mon Sep 07 2026 20:58:11 GMT+0000 (Coordinated Universal Time)
1,c1c49268-65da-4292-9bf1-aee628702e30::5,positive and thoughtful messages,Positive content,Calm and thoughtful,span,13,32,thoughtful messages,resolved,,subham,Mon Sep 07 2026 20:58:11 GMT+0000 (Coordinated Universal Time)
1,c24f2390-4cb5-45d7-85ee-2263bbf61e7c::3,"While there was some non offensive messages that were posted, over half of the messages were deliberately offensive and racist.",Patterns of behavior,Majority offesnive,span,0,127,"While there was some non offensive messages that were posted, over half of the messages were deliberately offensive and racist.",resolved,,subham,Wed Sep 09 2026 21:42:44 GMT+0000 (Coordinated Universal Time)
1,c24f2390-4cb5-45d7-85ee-2263bbf61e7c::3,"While there was some non offensive messages that were posted, over half of the messages were deliberately offensive and racist.",Type of offensiveness,racial remark,span,62,127,over half of the messages were deliberately offensive and racist.,resolved,,subham,Wed Sep 09 2026 21:42:44 GMT+0000 (Coordinated Universal Time)
1,c3ef6da6-167c-4a76-b4fa-836d66e121d4::1,"Immediately was using vulgar and derogatory language towards another person, not following the terms of service",Reflection on the decision,Need to know policy and TOS,unit,,,,resolved,,subham,Wed Sep 09 2026 21:03:20 GMT+0000 (Coordinated Universal Time)
1,c3ef6da6-167c-4a76-b4fa-836d66e121d4::1,"Immediately was using vulgar and derogatory language towards another person, not following the terms of service",Type of offensiveness,Hate speech and offensive language,span,0,43,Immediately was using vulgar and derogatory,resolved,,subham,Wed Sep 09 2026 21:03:20 GMT+0000 (Coordinated Universal Time)
1,c44e69cf-f4f8-49b8-b6bd-dd591e275204::1,Account 3 made offensive and homophobic remarks and should not be able to message or use their acccount.,Type of offensiveness,Hate speech and offensive language,span,15,47,offensive and homophobic remarks,resolved,,subham,Mon Sep 07 2026 20:50:49 GMT+0000 (Coordinated Universal Time)
1,c44e69cf-f4f8-49b8-b6bd-dd591e275204::3,Account 1 made extremely offensive remarks that would be classified as verbal assault if said face-to-face in real life.,Type of offensiveness,Hate speech and offensive language,span,10,120,made extremely offensive remarks that would be classified as verbal assault if said face-to-face in real life.,resolved,,subham,Mon Sep 07 2026 20:48:41 GMT+0000 (Coordinated Universal Time)
1,c502eed5-3043-4005-ac52-38ccd6462739::1,"Profanity, epithets, and general anger in every post reviewed. The decision to suspend was an easy one.",Type of offensiveness,Hate speech and offensive language,span,0,62,"Profanity, epithets, and general anger in every post reviewed.",resolved,,subham,Wed Sep 09 2026 21:42:51 GMT+0000 (Coordinated Universal Time)
1,c502eed5-3043-4005-ac52-38ccd6462739::1,"Profanity, epithets, and general anger in every post reviewed. The decision to suspend was an easy one.",Patterns of behavior,Consistent offensive behavior,span,39,62,in every post reviewed.,resolved,,subham,Wed Sep 09 2026 21:42:51 GMT+0000 (Coordinated Universal Time)
1,c502eed5-3043-4005-ac52-38ccd6462739::2,The majority of their posts were offensive and violent. This is a person who should not be on social media.,Patterns of behavior,Majority offesnive,span,0,55,The majority of their posts were offensive and violent.,resolved,,subham,Wed Sep 09 2026 20:53:52 GMT+0000 (Coordinated Universal Time)
1,c502eed5-3043-4005-ac52-38ccd6462739::2,The majority of their posts were offensive and violent. This is a person who should not be on social media.,Decision outcomes,Permanent ban,span,56,107,This is a person who should not be on social media.,resolved,,subham,Wed Sep 09 2026 20:53:52 GMT+0000 (Coordinated Universal Time)
1,c527f981-4f55-4b7c-a648-27d8a79facb1::2,"Not only did account 3 use slurs, but they also threaten another user with lethal violence and admit to committing a crime.",Type of offensiveness,Hate speech and offensive language,unit,,,,resolved,,subham,Mon Sep 07 2026 20:59:43 GMT+0000 (Coordinated Universal Time)
1,c527f981-4f55-4b7c-a648-27d8a79facb1::2,"Not only did account 3 use slurs, but they also threaten another user with lethal violence and admit to committing a crime.",Type of offensiveness,Threats of violence,span,34,123,but they also threaten another user with lethal violence and admit to committing a crime.,resolved,,subham,Mon Sep 07 2026 20:59:43 GMT+0000 (Coordinated Universal Time)
1,c527f981-4f55-4b7c-a648-27d8a79facb1::4,"Throughout the 6 messages, account 5 only had one horrible message. But the message was a direct threat to another person which is why I wasn't as confident about my choice.",Patterns of behavior,one message is enough (offensive),span,0,67,"Throughout the 6 messages, account 5 only had one horrible message.",resolved,,subham,Wed Sep 09 2026 21:42:06 GMT+0000 (Coordinated Universal Time)
1,c527f981-4f55-4b7c-a648-27d8a79facb1::4,"Throughout the 6 messages, account 5 only had one horrible message. But the message was a direct threat to another person which is why I wasn't as confident about my choice.",Type of offensiveness,Threats of violence,span,68,103,But the message was a direct threat,resolved,,subham,Wed Sep 09 2026 21:42:06 GMT+0000 (Coordinated Universal Time)
1,c538d081-2d8f-4680-866f-fb0483428df8::1,They used slurs and wished death on someone.,Type of offensiveness,Death wish,unit,,,,resolved,,subham,Wed Sep 09 2026 21:41:00 GMT+0000 (Coordinated Universal Time)
1,c538d081-2d8f-4680-866f-fb0483428df8::1,They used slurs and wished death on someone.,Type of offensiveness,Hate speech and offensive language,span,0,15,They used slurs,resolved,,subham,Wed Sep 09 2026 21:41:00 GMT+0000 (Coordinated Universal Time)
1,c56e03c2-fc49-4a92-a3c6-28619fb44120::2,"The multiple death threats and attacking language aren't permitted for online discussions. Despite one post about their life, the rest are attacks and threats upon others.",Type of offensiveness,Threats of violence,span,0,26,The multiple death threats,resolved,,subham,Wed Sep 09 2026 21:40:02 GMT+0000 (Coordinated Universal Time)
1,c56e03c2-fc49-4a92-a3c6-28619fb44120::2,"The multiple death threats and attacking language aren't permitted for online discussions. Despite one post about their life, the rest are attacks and threats upon others.",Patterns of behavior,Majority offesnive,span,92,171,"espite one post about their life, the rest are attacks and threats upon others.",resolved,,subham,Wed Sep 09 2026 21:40:02 GMT+0000 (Coordinated Universal Time)
1,c56e03c2-fc49-4a92-a3c6-28619fb44120::2,"The multiple death threats and attacking language aren't permitted for online discussions. Despite one post about their life, the rest are attacks and threats upon others.",Type of offensiveness,Harm other person,span,151,171,threats upon others.,resolved,,subham,Wed Sep 09 2026 21:40:02 GMT+0000 (Coordinated Universal Time)
1,c5c9cae2-2617-48fa-adb7-c0e822b8b5ff::1,"Account 5 contains nothing but hurtful and suicidal comments that have only the intent to harm someone's psyche.

Message 2: ""Your dog deserves to die like the stupid dog he is. Where is the death when we need it?"" Is the most hurtful of them all.",Patterns of behavior,Consistent offensive behavior,span,19,111,nothing but hurtful and suicidal comments that have only the intent to harm someone's psyche,resolved,,subham,Mon Sep 07 2026 20:46:18 GMT+0000 (Coordinated Universal Time)
1,c5c9cae2-2617-48fa-adb7-c0e822b8b5ff::1,"Account 5 contains nothing but hurtful and suicidal comments that have only the intent to harm someone's psyche.

Message 2: ""Your dog deserves to die like the stupid dog he is. Where is the death when we need it?"" Is the most hurtful of them all.",Type of offensiveness,Death wish,span,127,176,our dog deserves to die like the stupid dog he is,resolved,,subham,Mon Sep 07 2026 20:46:18 GMT+0000 (Coordinated Universal Time)
1,c5c9cae2-2617-48fa-adb7-c0e822b8b5ff::1,"Account 5 contains nothing but hurtful and suicidal comments that have only the intent to harm someone's psyche.

Message 2: ""Your dog deserves to die like the stupid dog he is. Where is the death when we need it?"" Is the most hurtful of them all.",Type of offensiveness,Death wish,span,178,213,Where is the death when we need it?,resolved,,subham,Mon Sep 07 2026 20:46:18 GMT+0000 (Coordinated Universal Time)
1,c5c9cae2-2617-48fa-adb7-c0e822b8b5ff::3,"Account 1 has a history of insulting others with profanity and vulgar slurs. In message 1, the account calls someone a faggot and writes their opinion in the most unprofessional manner.

In Message 3, the account insults and bullies someone's family.",Patterns of behavior,Consistent offensive behavior,span,0,76,Account 1 has a history of insulting others with profanity and vulgar slurs.,resolved,,subham,Mon Sep 07 2026 21:04:08 GMT+0000 (Coordinated Universal Time)
1,c5c9cae2-2617-48fa-adb7-c0e822b8b5ff::3,"Account 1 has a history of insulting others with profanity and vulgar slurs. In message 1, the account calls someone a faggot and writes their opinion in the most unprofessional manner.

In Message 3, the account insults and bullies someone's family.",Type of offensiveness,Hate speech and offensive language,span,91,184,the account calls someone a faggot and writes their opinion in the most unprofessional manner,resolved,,subham,Mon Sep 07 2026 21:04:08 GMT+0000 (Coordinated Universal Time)
1,c5c9cae2-2617-48fa-adb7-c0e822b8b5ff::3,"Account 1 has a history of insulting others with profanity and vulgar slurs. In message 1, the account calls someone a faggot and writes their opinion in the most unprofessional manner.

In Message 3, the account insults and bullies someone's family.",Type of offensiveness,Hate speech and offensive language,span,187,250,"In Message 3, the account insults and bullies someone's family.",resolved,,subham,Mon Sep 07 2026 21:04:08 GMT+0000 (Coordinated Universal Time)
1,c696dd17-c9c8-4a83-a608-28fd47b94dd5::3,The user uses inappropriate language and is extremely rude and uses harmful words directed at people.,Type of offensiveness,Hate speech and offensive language,span,0,36,The user uses inappropriate language,resolved,,subham,Wed Sep 09 2026 20:53:13 GMT+0000 (Coordinated Universal Time)
1,c696dd17-c9c8-4a83-a608-28fd47b94dd5::3,The user uses inappropriate language and is extremely rude and uses harmful words directed at people.,Type of offensiveness,insult,span,44,58,extremely rude,resolved,,subham,Wed Sep 09 2026 20:53:13 GMT+0000 (Coordinated Universal Time)
1,c696dd17-c9c8-4a83-a608-28fd47b94dd5::3,The user uses inappropriate language and is extremely rude and uses harmful words directed at people.,Type of offensiveness,Harm other person,span,63,101,uses harmful words directed at people.,resolved,,subham,Wed Sep 09 2026 20:53:13 GMT+0000 (Coordinated Universal Time)
1,c6eef4ea-2f4a-40a5-9dc1-5aed7039ab2d::1,I decided to suspend because the F word is really a hate crime word and wishing death on someone is not a very nice thing to do. the tongue is a powerful tool,Type of offensiveness,Hate speech and offensive language,span,0,67,I decided to suspend because the F word is really a hate crime word,resolved,,subham,Mon Sep 07 2026 21:05:03 GMT+0000 (Coordinated Universal Time)
1,c6eef4ea-2f4a-40a5-9dc1-5aed7039ab2d::1,I decided to suspend because the F word is really a hate crime word and wishing death on someone is not a very nice thing to do. the tongue is a powerful tool,Type of offensiveness,Death wish,span,72,128,wishing death on someone is not a very nice thing to do.,resolved,,subham,Mon Sep 07 2026 21:05:03 GMT+0000 (Coordinated Universal Time)
1,c6f200db-4b69-4f98-9f7e-6233387c570b::4,Anyone who puts into print that they will kill is unstable and scary.  The other 5 messages don't erase this,Type of offensiveness,Threats of violence,span,0,46,Anyone who puts into print that they will kill,resolved,,subham,Mon Sep 07 2026 21:04:47 GMT+0000 (Coordinated Universal Time)
1,c6f200db-4b69-4f98-9f7e-6233387c570b::4,Anyone who puts into print that they will kill is unstable and scary.  The other 5 messages don't erase this,Justifications,Poster is a bad person,span,50,69,unstable and scary.,resolved,,subham,Mon Sep 07 2026 21:04:47 GMT+0000 (Coordinated Universal Time)
1,c6f200db-4b69-4f98-9f7e-6233387c570b::4,Anyone who puts into print that they will kill is unstable and scary.  The other 5 messages don't erase this,Patterns of behavior,one message is enough (offensive),span,71,108,The other 5 messages don't erase this,resolved,,subham,Mon Sep 07 2026 21:04:47 GMT+0000 (Coordinated Universal Time)
1,c83da7ba-5a17-4a5f-9dee-fc3ab1e749a5::1,"The words chosen to be written by this person are sickening. They deserve no social media presence, and I hope they never use these words in real life. If they use such inhumane words in their day to day, I hope I never have the pain of meeting them.",Type of offensiveness,Hate speech and offensive language,span,0,60,The words chosen to be written by this person are sickening.,resolved,,subham,Wed Sep 09 2026 21:03:17 GMT+0000 (Coordinated Universal Time)
1,c83da7ba-5a17-4a5f-9dee-fc3ab1e749a5::1,"The words chosen to be written by this person are sickening. They deserve no social media presence, and I hope they never use these words in real life. If they use such inhumane words in their day to day, I hope I never have the pain of meeting them.",Decision outcomes,Consequences beyond suspencion,span,61,250,"They deserve no social media presence, and I hope they never use these words in real life. If they use such inhumane words in their day to day, I hope I never have the pain of meeting them.",resolved,,subham,Wed Sep 09 2026 21:03:17 GMT+0000 (Coordinated Universal Time)
1,cb472703-21d2-478b-9176-6c5e4e3609cc::2,Very offensive to threaten to take someone's life,Type of offensiveness,Threats of violence,span,18,49,threaten to take someone's life,resolved,,subham,Wed Sep 09 2026 21:37:45 GMT+0000 (Coordinated Universal Time)
1,cb472703-21d2-478b-9176-6c5e4e3609cc::4,Potential of causing online harassment with the way the account owner writes.,Type of offensiveness,Harm other person,span,0,77,Potential of causing online harassment with the way the account owner writes.,resolved,,subham,Mon Sep 07 2026 20:58:18 GMT+0000 (Coordinated Universal Time)
1,cba4cf31-c885-4ce4-b1f4-8eafe6b74168::1,This appears to be a classic hate-filled troll account.  100% of the 3 messages I reviewed were offensive.,Patterns of behavior,Consistent offensive behavior,span,0,106,This appears to be a classic hate-filled troll account.  100% of the 3 messages I reviewed were offensive.,resolved,,subham,Wed Sep 09 2026 21:42:15 GMT+0000 (Coordinated Universal Time)
1,cba4cf31-c885-4ce4-b1f4-8eafe6b74168::1,This appears to be a classic hate-filled troll account.  100% of the 3 messages I reviewed were offensive.,Patterns of behavior,Troll or bot,span,0,54,This appears to be a classic hate-filled troll account,resolved,,subham,Wed Sep 09 2026 21:42:15 GMT+0000 (Coordinated Universal Time)
1,cba4cf31-c885-4ce4-b1f4-8eafe6b74168::5,None of the messages I read from this account included anything that could be deemed as offensive.,Type of offensiveness,No offensive content,unit,,,,resolved,,subham,Wed Sep 09 2026 20:51:49 GMT+0000 (Coordinated Universal Time)
1,cf6112f1-e280-46e9-acf6-00f7d2f5077f::3,My vote on this was because the hate and threats were more than other non offensive talks in the account,Type of offensiveness,Hate speech and offensive language,span,0,36,My vote on this was because the hate,resolved,,subham,Mon Sep 07 2026 21:00:59 GMT+0000 (Coordinated Universal Time)
1,cf6112f1-e280-46e9-acf6-00f7d2f5077f::3,My vote on this was because the hate and threats were more than other non offensive talks in the account,Type of offensiveness,Threats of violence,span,41,48,threats,resolved,,subham,Mon Sep 07 2026 21:00:59 GMT+0000 (Coordinated Universal Time)
1,cf6112f1-e280-46e9-acf6-00f7d2f5077f::3,My vote on this was because the hate and threats were more than other non offensive talks in the account,Patterns of behavior,Majority offesnive,span,49,104,were more than other non offensive talks in the account,resolved,,subham,Mon Sep 07 2026 21:00:59 GMT+0000 (Coordinated Universal Time)
1,d0473f1c-a3dc-4c35-b5ea-03f485fddaab::1,"From the five reviewed posts, ALL were offensive - using violent or obscene language. Easy decision to suspend the account.",Patterns of behavior,Consistent offensive behavior,span,0,48,"From the five reviewed posts, ALL were offensive",resolved,,subham,Wed Sep 09 2026 21:42:03 GMT+0000 (Coordinated Universal Time)
1,d0473f1c-a3dc-4c35-b5ea-03f485fddaab::1,"From the five reviewed posts, ALL were offensive - using violent or obscene language. Easy decision to suspend the account.",Type of offensiveness,Hate speech and offensive language,span,51,85,using violent or obscene language.,resolved,,subham,Wed Sep 09 2026 21:42:03 GMT+0000 (Coordinated Universal Time)
1,d0473f1c-a3dc-4c35-b5ea-03f485fddaab::1,"From the five reviewed posts, ALL were offensive - using violent or obscene language. Easy decision to suspend the account.",Type of offensiveness,Threats of violence,span,57,64,violent,resolved,,subham,Wed Sep 09 2026 21:42:03 GMT+0000 (Coordinated Universal Time)
1,d1084a51-d2f4-4864-a54b-2882426d105c::3,there was insult in the message,Type of offensiveness,insult,span,0,16,there was insult,resolved,,subham,Wed Sep 09 2026 20:51:46 GMT+0000 (Coordinated Universal Time)
1,d677597c-d652-46bf-9cb2-a6bc6b57c401::2,I was wrong on this one it should be suspended,Reflection on the decision,Would revise the decision,unit,,,,resolved,,subham,Wed Sep 09 2026 21:41:04 GMT+0000 (Coordinated Universal Time)
1,d7a57288-ab65-46bf-a376-66f7eb2be30b::1,Every message contained something very offensive and threats. This is not tolerated nor will it be accepted ever.,Patterns of behavior,Consistent offensive behavior,span,0,61,Every message contained something very offensive and threats.,resolved,,subham,Wed Sep 09 2026 20:54:50 GMT+0000 (Coordinated Universal Time)
1,d7a57288-ab65-46bf-a376-66f7eb2be30b::1,Every message contained something very offensive and threats. This is not tolerated nor will it be accepted ever.,Type of offensiveness,Hate speech and offensive language,span,39,48,offensive,resolved,,subham,Wed Sep 09 2026 20:54:50 GMT+0000 (Coordinated Universal Time)
1,d7a57288-ab65-46bf-a376-66f7eb2be30b::1,Every message contained something very offensive and threats. This is not tolerated nor will it be accepted ever.,Type of offensiveness,Threats of violence,span,53,60,threats,resolved,,subham,Wed Sep 09 2026 20:54:50 GMT+0000 (Coordinated Universal Time)
1,d7a57288-ab65-46bf-a376-66f7eb2be30b::4,"Threatening messages and using slurs is not tolerated even if the other messages were considered ""not offensive"".",Type of offensiveness,Threats of violence,span,0,20,Threatening messages,resolved,,subham,Wed Sep 09 2026 20:52:58 GMT+0000 (Coordinated Universal Time)
1,d7a57288-ab65-46bf-a376-66f7eb2be30b::4,"Threatening messages and using slurs is not tolerated even if the other messages were considered ""not offensive"".",Type of offensiveness,Hate speech and offensive language,span,25,36,using slurs,resolved,,subham,Wed Sep 09 2026 20:52:58 GMT+0000 (Coordinated Universal Time)
1,d7a57288-ab65-46bf-a376-66f7eb2be30b::4,"Threatening messages and using slurs is not tolerated even if the other messages were considered ""not offensive"".",Patterns of behavior,one message is enough (offensive),span,72,113,"messages were considered ""not offensive"".",resolved,,subham,Wed Sep 09 2026 20:52:58 GMT+0000 (Coordinated Universal Time)
1,d7a57288-ab65-46bf-a376-66f7eb2be30b::5,There is no evidence of anything offensive or harmful in meaning that I could see.,Type of offensiveness,No offensive content,span,0,42,There is no evidence of anything offensive,resolved,,subham,Mon Sep 07 2026 20:20:15 GMT+0000 (Coordinated Universal Time)
1,d7a83ebf-ff90-45ee-946f-bf3053a6cda0::5,"I went through 6 messages and none were offensive. However, I wish I had chosen to not suspend the account with a confidence of 4 because I don't know what other potential messages could've said.",Type of offensiveness,No offensive content,span,0,49,I went through 6 messages and none were offensive,resolved,,subham,Mon Sep 07 2026 20:20:07 GMT+0000 (Coordinated Universal Time)
1,d7a83ebf-ff90-45ee-946f-bf3053a6cda0::5,"I went through 6 messages and none were offensive. However, I wish I had chosen to not suspend the account with a confidence of 4 because I don't know what other potential messages could've said.",Reflection on the decision,Expressed uncertainty,span,87,129,suspend the account with a confidence of 4,resolved,,subham,Mon Sep 07 2026 20:20:07 GMT+0000 (Coordinated Universal Time)
1,dacb5226-72c2-46be-9bc5-1024cf54e53e::4,he used words like killing which is inhuman and is very harmful,Type of offensiveness,Threats of violence,unit,,,,resolved,,subham,Wed Sep 09 2026 20:55:02 GMT+0000 (Coordinated Universal Time)
1,dacb5226-72c2-46be-9bc5-1024cf54e53e::4,he used words like killing which is inhuman and is very harmful,Type of offensiveness,Harm other person,span,27,63,which is inhuman and is very harmful,resolved,,subham,Wed Sep 09 2026 20:55:02 GMT+0000 (Coordinated Universal Time)
1,dae5d879-459a-4032-b74b-dcfe82741929::1,"Wishing death upon people or animals is not acceptable behavior, and he is a bigot to boot.",Type of offensiveness,Death wish,span,0,36,Wishing death upon people or animals,resolved,,subham,Wed Sep 09 2026 20:52:28 GMT+0000 (Coordinated Universal Time)
1,dae5d879-459a-4032-b74b-dcfe82741929::1,"Wishing death upon people or animals is not acceptable behavior, and he is a bigot to boot.",Justifications,Poster is a bad person,span,65,91,and he is a bigot to boot.,resolved,,subham,Wed Sep 09 2026 20:52:28 GMT+0000 (Coordinated Universal Time)
1,de8e7b52-f7f9-4b40-ab8e-49d465559c62::1,Homophobic remarks and wishing death on someone.,Type of offensiveness,Hate speech and offensive language,span,0,18,Homophobic remarks,resolved,,subham,Wed Sep 09 2026 21:40:37 GMT+0000 (Coordinated Universal Time)
1,de8e7b52-f7f9-4b40-ab8e-49d465559c62::1,Homophobic remarks and wishing death on someone.,Type of offensiveness,Death wish,span,23,48,wishing death on someone.,resolved,,subham,Wed Sep 09 2026 21:40:37 GMT+0000 (Coordinated Universal Time)
1,de8e7b52-f7f9-4b40-ab8e-49d465559c62::2,Most of his posts were extremely hateful and disgusting.,Patterns of behavior,Majority offesnive,unit,,,,resolved,,subham,Wed Sep 09 2026 21:37:34 GMT+0000 (Coordinated Universal Time)
1,de8e7b52-f7f9-4b40-ab8e-49d465559c62::2,Most of his posts were extremely hateful and disgusting.,Type of offensiveness,Hate speech and offensive language,span,0,56,Most of his posts were extremely hateful and disgusting.,resolved,,subham,Wed Sep 09 2026 21:37:34 GMT+0000 (Coordinated Universal Time)
1,de8e7b52-f7f9-4b40-ab8e-49d465559c62::3,Homophobic remark and making fun of the mentally handicapped.,Type of offensiveness,Hate speech and offensive language,span,0,61,Homophobic remark and making fun of the mentally handicapped.,resolved,,subham,Mon Sep 07 2026 20:59:14 GMT+0000 (Coordinated Universal Time)
1,e00c38ec-0c24-4ca1-b8bf-9228303ec39a::1,This account needs to be suspended because they are saying offensive and hateful words. Multiple sentences of offensive speech were used.,Type of offensiveness,Hate speech and offensive language,span,59,68,offensive,resolved,,subham,Mon Sep 07 2026 21:01:13 GMT+0000 (Coordinated Universal Time)
1,e00c38ec-0c24-4ca1-b8bf-9228303ec39a::1,This account needs to be suspended because they are saying offensive and hateful words. Multiple sentences of offensive speech were used.,Type of offensiveness,Hate speech and offensive language,span,73,80,hateful,resolved,,subham,Mon Sep 07 2026 21:01:13 GMT+0000 (Coordinated Universal Time)
